year,month,borough,district,category,calls
2008,1,Ahuntsic-Cartierville,Ahuntsic,Anomaly - Stationnement,20
2008,1,Ahuntsic-Cartierville,Ahuntsic,Arbre,25
2008,1,Ahuntsic-Cartierville,Ahuntsic,Autre,28
2008,1,Ahuntsic-Cartierville,Ahuntsic,Chien,16
2008,1,Ahuntsic-Cartierville,Ahuntsic,Collecte - Dechets,23
2008,1,Ahuntsic-Cartierville,Ahuntsic,Collecte - Objet Volumineux,15
2008,1,Ahuntsic-Cartierville,Ahuntsic,Collecte - Selective,30
2008,1,Ahuntsic-Cartierville,Ahuntsic,Eau,37
2008,1,Ahuntsic-Cartierville,Ahuntsic,Eclairage,50
2008,1,Ahuntsic-Cartierville,Ahuntsic,Egout,9
2008,1,Ahuntsic-Cartierville,Ahuntsic,Environnement,7
2008,1,Ahuntsic-Cartierville,Ahuntsic,Neige,47
2008,1,Ahuntsic-Cartierville,Ahuntsic,Parc,6
2008,1,Ahuntsic-Cartierville,Ahuntsic,Permis,3
2008,1,Ahuntsic-Cartierville,Ahuntsic,Securite,11
2008,1,Ahuntsic-Cartierville,Ahuntsic,Signalisation,33
2008,1,Ahuntsic-Cartierville,Ahuntsic,Stationnement,13
2008,1,Ahuntsic-Cartierville,Ahuntsic,Taxes,2
2008,1,Ahuntsic-Cartierville,Ahuntsic,Voirie,31
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Anomaly - Stationnement,8
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Arbre,17
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Autre,10
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Chien,31
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Collecte - Dechets,36
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Collecte - Objet Volumineux,18
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Collecte - Selective,10
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Eau,24
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Eclairage,47
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Egout,12
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Environnement,5
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Neige,31
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Parc,2
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Permis,4
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Securite,5
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Signalisation,27
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Stationnement,2
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Taxes,1
2008,1,Ahuntsic-Cartierville,Bordeaux-Cartierville,Voirie,12
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Anomaly - Stationnement,23
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Arbre,14
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Autre,34
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Chien,5
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Collecte - Dechets,19
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Collecte - Objet Volumineux,7
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Collecte - Selective,7
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Eau,16
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Eclairage,50
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Egout,23
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Environnement,8
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Neige,39
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Parc,10
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Permis,1
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Securite,7
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Signalisation,46
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Stationnement,5
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Taxes,5
2008,1,Ahuntsic-Cartierville,Saint-Sulpice,Voirie,25
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Anomaly - Stationnement,19
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Arbre,20
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Autre,29
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Chien,12
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Collecte - Dechets,24
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Collecte - Objet Volumineux,20
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Collecte - Selective,17
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Eau,9
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Eclairage,41
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Egout,8
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Environnement,8
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Neige,55
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Parc,7
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Permis,1
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Securite,6
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Signalisation,22
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Taxes,2
2008,1,Ahuntsic-Cartierville,Sault-au-Recollet,Voirie,22
2008,1,Anjou,Centre,Arbre,5
2008,1,Anjou,Centre,Autre,23
2008,1,Anjou,Centre,Chien,1
2008,1,Anjou,Centre,Collecte - Dechets,2
2008,1,Anjou,Centre,Collecte - Selective,6
2008,1,Anjou,Centre,Eau,4
2008,1,Anjou,Centre,Eclairage,11
2008,1,Anjou,Centre,Egout,3
2008,1,Anjou,Centre,Environnement,4
2008,1,Anjou,Centre,Neige,4
2008,1,Anjou,Centre,Permis,1
2008,1,Anjou,Centre,Signalisation,12
2008,1,Anjou,Centre,Taxes,4
2008,1,Anjou,Centre,Voirie,5
2008,1,Anjou,Est,Arbre,2
2008,1,Anjou,Est,Autre,15
2008,1,Anjou,Est,Collecte - Dechets,1
2008,1,Anjou,Est,Collecte - Selective,9
2008,1,Anjou,Est,Eau,4
2008,1,Anjou,Est,Eclairage,7
2008,1,Anjou,Est,Egout,3
2008,1,Anjou,Est,Neige,1
2008,1,Anjou,Est,Parc,3
2008,1,Anjou,Est,Permis,3
2008,1,Anjou,Est,Signalisation,4
2008,1,Anjou,Est,Taxes,2
2008,1,Anjou,Est,Voirie,5
2008,1,Anjou,Ouest,Arbre,4
2008,1,Anjou,Ouest,Autre,9
2008,1,Anjou,Ouest,Collecte - Dechets,1
2008,1,Anjou,Ouest,Collecte - Selective,7
2008,1,Anjou,Ouest,Eau,8
2008,1,Anjou,Ouest,Eclairage,1
2008,1,Anjou,Ouest,Egout,3
2008,1,Anjou,Ouest,Environnement,5
2008,1,Anjou,Ouest,Neige,7
2008,1,Anjou,Ouest,Parc,1
2008,1,Anjou,Ouest,Permis,2
2008,1,Anjou,Ouest,Signalisation,20
2008,1,Anjou,Ouest,Voirie,6
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Anomaly - Stationnement,80
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Arbre,10
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Autre,10
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Chien,10
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Collecte - Dechets,24
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Collecte - Objet Volumineux,19
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Collecte - Selective,16
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Eau,16
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Eclairage,8
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Egout,9
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Environnement,2
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Neige,81
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Parc,2
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Permis,14
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Securite,4
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Signalisation,35
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Stationnement,8
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Taxes,3
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Cote-des-Neiges,Voirie,23
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Anomaly - Stationnement,15
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Arbre,6
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Autre,23
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Chien,11
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Collecte - Dechets,24
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Collecte - Objet Volumineux,11
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Collecte - Selective,11
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Eau,9
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Eclairage,10
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Egout,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Environnement,4
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Neige,35
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Parc,7
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Permis,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Securite,6
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Signalisation,29
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Stationnement,10
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Darlington,Voirie,12
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Anomaly - Stationnement,7
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Arbre,31
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Autre,19
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Chien,11
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Collecte - Dechets,18
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Collecte - Objet Volumineux,18
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Collecte - Selective,29
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Eau,36
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Eclairage,41
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Egout,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Environnement,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Neige,39
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Parc,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Permis,16
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Securite,1
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Signalisation,32
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Stationnement,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Taxes,1
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Loyola,Voirie,16
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Anomaly - Stationnement,13
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Arbre,19
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Autre,25
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Chien,20
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Collecte - Dechets,37
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Collecte - Objet Volumineux,21
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Collecte - Selective,45
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Eau,30
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Eclairage,35
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Egout,10
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Environnement,9
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Neige,70
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Parc,12
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Permis,24
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Securite,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Signalisation,39
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Stationnement,7
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Taxes,3
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Notre-Dame-de-Grace,Voirie,36
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Anomaly - Stationnement,11
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Arbre,18
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Autre,22
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Chien,9
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Collecte - Dechets,33
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Collecte - Objet Volumineux,24
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Collecte - Selective,24
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Eau,29
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Eclairage,20
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Egout,6
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Environnement,2
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Neige,45
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Parc,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Permis,42
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Securite,3
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Signalisation,49
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Stationnement,5
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Taxes,4
2008,1,Cote-des-Neiges-Notre-Dame-de-Grace,Snowdon,Voirie,22
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Arbre,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Autre,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Chien,80
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Collecte - Dechets,8
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Collecte - Selective,15
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Eau,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Eclairage,3
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Egout,4
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Neige,8
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Permis,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Securite,18
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Signalisation,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Taxes,2
2008,1,L'Ile-Bizard-Sainte-Genevieve,Denis-Benjamin-Viger,Voirie,3
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Anomaly - Stationnement,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Autre,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Chien,35
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Collecte - Dechets,3
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Collecte - Selective,13
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Eau,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Eclairage,14
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Egout,2
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Neige,10
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Securite,12
2008,1,L'Ile-Bizard-Sainte-Genevieve,Jacques-Bizard,Voirie,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Autre,7
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Chien,5
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Collecte - Dechets,2
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Collecte - Selective,5
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Eau,4
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Eclairage,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Egout,2
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Environnement,1
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Neige,5
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Securite,16
2008,1,L'Ile-Bizard-Sainte-Genevieve,Sainte-Genevieve,Voirie,1
2008,1,LaSalle,Cecil-P.-Newman,Arbre,1
2008,1,LaSalle,Cecil-P.-Newman,Autre,36
2008,1,LaSalle,Cecil-P.-Newman,Chien,19
2008,1,LaSalle,Cecil-P.-Newman,Collecte - Dechets,11
2008,1,LaSalle,Cecil-P.-Newman,Collecte - Selective,96
2008,1,LaSalle,Cecil-P.-Newman,Eau,24
2008,1,LaSalle,Cecil-P.-Newman,Eclairage,12
2008,1,LaSalle,Cecil-P.-Newman,Egout,9
2008,1,LaSalle,Cecil-P.-Newman,Environnement,17
2008,1,LaSalle,Cecil-P.-Newman,Neige,40
2008,1,LaSalle,Cecil-P.-Newman,Permis,7
2008,1,LaSalle,Cecil-P.-Newman,Signalisation,45
2008,1,LaSalle,Cecil-P.-Newman,Taxes,30
2008,1,LaSalle,Cecil-P.-Newman,Voirie,15
2008,1,LaSalle,Sault-Saint-Louis,Arbre,7
2008,1,LaSalle,Sault-Saint-Louis,Autre,36
2008,1,LaSalle,Sault-Saint-Louis,Chien,32
2008,1,LaSalle,Sault-Saint-Louis,Collecte - Dechets,6
2008,1,LaSalle,Sault-Saint-Louis,Collecte - Objet Volumineux,1
2008,1,LaSalle,Sault-Saint-Louis,Collecte - Selective,85
2008,1,LaSalle,Sault-Saint-Louis,Eau,19
2008,1,LaSalle,Sault-Saint-Louis,Eclairage,14
2008,1,LaSalle,Sault-Saint-Louis,Egout,4
2008,1,LaSalle,Sault-Saint-Louis,Environnement,9
2008,1,LaSalle,Sault-Saint-Louis,Neige,27
2008,1,LaSalle,Sault-Saint-Louis,Parc,1
2008,1,LaSalle,Sault-Saint-Louis,Permis,8
2008,1,LaSalle,Sault-Saint-Louis,Signalisation,24
2008,1,LaSalle,Sault-Saint-Louis,Stationnement,3
2008,1,LaSalle,Sault-Saint-Louis,Taxes,37
2008,1,LaSalle,Sault-Saint-Louis,Voirie,15
2008,1,Lachine,Fort-Rolland,Autre,1
2008,1,Lachine,Fort-Rolland,Collecte - Selective,1
2008,1,Lachine,Fort-Rolland,Eclairage,1
2008,1,Lachine,Fort-Rolland,Neige,3
2008,1,Lachine,Fort-Rolland,Signalisation,1
2008,1,Lachine,Fort-Rolland,Voirie,2
2008,1,Lachine,J.-Emery-Provost,Autre,2
2008,1,Lachine,J.-Emery-Provost,Chien,3
2008,1,Lachine,J.-Emery-Provost,Collecte - Dechets,1
2008,1,Lachine,J.-Emery-Provost,Collecte - Selective,1
2008,1,Lachine,J.-Emery-Provost,Eau,2
2008,1,Lachine,J.-Emery-Provost,Neige,5
2008,1,Lachine,J.-Emery-Provost,Signalisation,1
2008,1,Lachine,J.-Emery-Provost,Taxes,1
2008,1,Lachine,du Canal,Anomaly - Stationnement,3
2008,1,Lachine,du Canal,Autre,6
2008,1,Lachine,du Canal,Chien,5
2008,1,Lachine,du Canal,Collecte - Dechets,4
2008,1,Lachine,du Canal,Collecte - Selective,5
2008,1,Lachine,du Canal,Eau,2
2008,1,Lachine,du Canal,Eclairage,3
2008,1,Lachine,du Canal,Egout,1
2008,1,Lachine,du Canal,Environnement,3
2008,1,Lachine,du Canal,Neige,9
2008,1,Lachine,du Canal,Permis,1
2008,1,Lachine,du Canal,Securite,1
2008,1,Lachine,du Canal,Signalisation,2
2008,1,Lachine,du Canal,Taxes,2
2008,1,Lachine,du Canal,Voirie,4
2008,1,Le Plateau-Mont-Royal,De Lorimier,Anomaly - Stationnement,36
2008,1,Le Plateau-Mont-Royal,De Lorimier,Arbre,10
2008,1,Le Plateau-Mont-Royal,De Lorimier,Autre,31
2008,1,Le Plateau-Mont-Royal,De Lorimier,Chien,43
2008,1,Le Plateau-Mont-Royal,De Lorimier,Collecte - Dechets,45
2008,1,Le Plateau-Mont-Royal,De Lorimier,Collecte - Objet Volumineux,130
2008,1,Le Plateau-Mont-Royal,De Lorimier,Collecte - Selective,99
2008,1,Le Plateau-Mont-Royal,De Lorimier,Eau,39
2008,1,Le Plateau-Mont-Royal,De Lorimier,Eclairage,24
2008,1,Le Plateau-Mont-Royal,De Lorimier,Egout,18
2008,1,Le Plateau-Mont-Royal,De Lorimier,Environnement,2
2008,1,Le Plateau-Mont-Royal,De Lorimier,Neige,73
2008,1,Le Plateau-Mont-Royal,De Lorimier,Parc,4
2008,1,Le Plateau-Mont-Royal,De Lorimier,Permis,7
2008,1,Le Plateau-Mont-Royal,De Lorimier,Securite,18
2008,1,Le Plateau-Mont-Royal,De Lorimier,Signalisation,46
2008,1,Le Plateau-Mont-Royal,De Lorimier,Stationnement,12
2008,1,Le Plateau-Mont-Royal,De Lorimier,Taxes,9
2008,1,Le Plateau-Mont-Royal,De Lorimier,Voirie,44
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Anomaly - Stationnement,45
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Arbre,2
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Autre,15
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Chien,35
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Collecte - Dechets,45
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Collecte - Objet Volumineux,87
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Collecte - Selective,81
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Eau,43
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Eclairage,7
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Egout,9
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Environnement,7
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Neige,44
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Parc,4
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Permis,8
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Securite,5
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Signalisation,39
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Stationnement,21
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Taxes,8
2008,1,Le Plateau-Mont-Royal,Jeanne-Mance,Voirie,37
2008,1,Le Plateau-Mont-Royal,Mile-End,Anomaly - Stationnement,36
2008,1,Le Plateau-Mont-Royal,Mile-End,Arbre,5
2008,1,Le Plateau-Mont-Royal,Mile-End,Autre,22
2008,1,Le Plateau-Mont-Royal,Mile-End,Chien,16
2008,1,Le Plateau-Mont-Royal,Mile-End,Collecte - Dechets,53
2008,1,Le Plateau-Mont-Royal,Mile-End,Collecte - Objet Volumineux,90
2008,1,Le Plateau-Mont-Royal,Mile-End,Collecte - Selective,188
2008,1,Le Plateau-Mont-Royal,Mile-End,Eau,36
2008,1,Le Plateau-Mont-Royal,Mile-End,Eclairage,16
2008,1,Le Plateau-Mont-Royal,Mile-End,Egout,7
2008,1,Le Plateau-Mont-Royal,Mile-End,Environnement,9
2008,1,Le Plateau-Mont-Royal,Mile-End,Neige,62
2008,1,Le Plateau-Mont-Royal,Mile-End,Parc,3
2008,1,Le Plateau-Mont-Royal,Mile-End,Permis,11
2008,1,Le Plateau-Mont-Royal,Mile-End,Securite,10
2008,1,Le Plateau-Mont-Royal,Mile-End,Signalisation,48
2008,1,Le Plateau-Mont-Royal,Mile-End,Stationnement,15
2008,1,Le Plateau-Mont-Royal,Mile-End,Taxes,12
2008,1,Le Plateau-Mont-Royal,Mile-End,Voirie,41
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Anomaly - Stationnement,29
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Arbre,10
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Autre,27
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Chien,91
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Collecte - Dechets,44
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Collecte - Objet Volumineux,5
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Collecte - Selective,37
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Eau,47
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Eclairage,19
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Egout,8
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Environnement,7
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Neige,53
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Parc,1
2008,1,Mercier-Hochelaga-Maisonneuve,Hochelaga,Permis,4
